CqF03, B, 0, -inf, -inf, inf
ZqkG6, O, 5, 32, 41, inf
4YVsA, G, 4, 41, 41, inf
ZqkG6, R, 5, 10, 41, inf
4YVsA, G, 4, 41, 41, inf
ZqkG6, Y, 5, 19, 41, inf
4YVsA, G, 4, 41, 41, inf
eF3Ka, B, 5, 21, 41, inf
4YVsA, G, 4, 41, 41, inf
eF3Ka, O, 5, 32, 41, inf
4YVsA, G, 4, 41, 41, inf
eF3Ka, R, 5, 10, 41, inf
4YVsA, G, 4, 41, 41, inf
eF3Ka, Y, 5, 19, 41, inf
4YVsA, G, 4, 41, 41, inf
mLfXv, G, 5, 41, 41, inf
4YVsA, G, 4, 41, 41, inf
mLfXv, O, 5, 32, 41, inf
4YVsA, G, 4, 41, 41, inf
mLfXv, R, 5, 10, 41, inf
4YVsA, G, 4, 41, 41, inf
mLfXv, Y, 5, 19, 41, inf
4YVsA, G, 4, 41, 41, inf
opBSg, B, 5, 21, 41, inf
4YVsA, G, 4, 41, 41, inf
opBSg, O, 5, 32, 41, inf
4YVsA, G, 4, 41, 41, inf
opBSg, R, 5, 10, 41, inf
4YVsA, G, 4, 41, 41, inf
opBSg, Y, 5, 19, 41, inf
4YVsA, G, 4, 41, 41, inf
zfPuV, B, 5, 21, 41, inf
4YVsA, G, 4, 41, 41, inf
zfPuV, O, 5, 32, 41, inf
4YVsA, G, 4, 41, 41, inf
zfPuV, R, 5, 10, 41, inf
4YVsA, G, 4, 41, 41, inf
zfPuV, Y, 5, 19, 41, inf
4YVsA, G, 4, 41, 41, inf
4p8dS, G, 3, 41, 39, 41
4YVsA, O, 4, -inf, 39, 41
66q9x, G, 5, 39, 39, 41
4YVsA, O, 4, 39, 39, 41
66q9x, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
66q9x, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
66q9x, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
EfAlJ, B, 5, 19, 39, 41
4YVsA, O, 4, 39, 39, 41
EfAlJ, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
EfAlJ, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
HEPJv, G, 5, 39, 39, 41
4YVsA, O, 4, 39, 39, 41
HEPJv, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
HEPJv, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
HsqqQ, B, 5, 19, 39, 41
4YVsA, O, 4, 39, 39, 41
HsqqQ, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
HsqqQ, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
HsqqQ, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
RuDQS, G, 5, 39, 39, 41
4YVsA, O, 4, 39, 39, 41
RuDQS, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
RuDQS, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
SQWho, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
SQWho, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
Vl2tc, B, 5, 19, 39, 41
4YVsA, O, 4, 39, 39, 41
Vl2tc, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
Vl2tc, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
ZqkG6, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
ZqkG6, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
ZqkG6, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
eF3Ka, B, 5, 19, 39, 41
4YVsA, O, 4, 39, 39, 41
eF3Ka, G, 5, 39, 39, 41
4YVsA, O, 4, 39, 39, 41
eF3Ka, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
eF3Ka, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
mLfXv, G, 5, 39, 39, 41
4YVsA, O, 4, 39, 39, 41
mLfXv, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
mLfXv, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
mLfXv, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
opBSg, B, 5, 19, 39, 41
4YVsA, O, 4, 39, 39, 41
opBSg, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
opBSg, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
opBSg, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
zfPuV, B, 5, 19, 39, 41
4YVsA, O, 4, 39, 39, 41
zfPuV, O, 5, 30, 39, 41
4YVsA, O, 4, 39, 39, 41
zfPuV, R, 5, 8, 39, 41
4YVsA, O, 4, 39, 39, 41
zfPuV, Y, 5, 17, 39, 41
4YVsA, O, 4, 39, 39, 41
4p8dS, G, 3, 39, 39, 41
4UJ6B, B, 2, 39, 39, inf
4p8dS, O, 3, inf, 39, inf
4YVsA, G, 4, -inf, 39, inf
66q9x, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
66q9x, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
EfAlJ, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
EfAlJ, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
EfAlJ, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
HEPJv, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
HEPJv, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
HEPJv, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
HsqqQ, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
RuDQS, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
RuDQS, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
RuDQS, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
SQWho, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
SQWho, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
Vl2tc, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
Vl2tc, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
Vl2tc, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
ZqkG6, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
ZqkG6, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
ZqkG6, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
eF3Ka, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
mLfXv, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
mLfXv, O, 5, 23, 39, inf
4YVsA, G, 4, 32, 39, inf
mLfXv, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
mLfXv, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
opBSg, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
opBSg, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
opBSg, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
opBSg, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
zfPuV, B, 5, 12, 39, inf
4YVsA, G, 4, 32, 39, inf
zfPuV, G, 5, 32, 39, inf
4YVsA, G, 4, 32, 39, inf
zfPuV, R, 5, 1, 39, inf
4YVsA, G, 4, 32, 39, inf
zfPuV, Y, 5, 10, 39, inf
4YVsA, G, 4, 32, 39, inf
4p8dS, O, 3, 32, 39, inf
4UJ6B, B, 2, 39, 39, inf
4p8dS, R, 3, inf, 39, inf
4YVsA, G, 4, -inf, 39, inf
66q9x, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
66q9x, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
EfAlJ, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
EfAlJ, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
EfAlJ, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
HEPJv, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
HEPJv, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
HEPJv, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
HsqqQ, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
RuDQS, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
RuDQS, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
RuDQS, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
SQWho, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
SQWho, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
SQWho, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
Vl2tc, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
ZqkG6, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
ZqkG6, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
ZqkG6, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
eF3Ka, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
mLfXv, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
mLfXv, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
mLfXv, R, 5, -21, 39, inf
4YVsA, G, 4, 10, 39, inf
mLfXv, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
opBSg, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
opBSg, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
opBSg, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
opBSg, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
zfPuV, B, 5, -10, 39, inf
4YVsA, G, 4, 10, 39, inf
zfPuV, G, 5, 10, 39, inf
4YVsA, G, 4, 10, 39, inf
zfPuV, O, 5, 1, 39, inf
4YVsA, G, 4, 10, 39, inf
zfPuV, Y, 5, -12, 39, inf
4YVsA, G, 4, 10, 39, inf
4p8dS, R, 3, 10, 39, inf
4UJ6B, B, 2, 39, 39, inf
4p8dS, Y, 3, inf, 39, inf
4YVsA, G, 4, -inf, 39, inf
66q9x, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
66q9x, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
EfAlJ, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
EfAlJ, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
EfAlJ, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
HEPJv, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
HEPJv, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
HEPJv, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
HsqqQ, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
RuDQS, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
RuDQS, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
RuDQS, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
SQWho, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
SQWho, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
Vl2tc, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
Vl2tc, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
Vl2tc, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
ZqkG6, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
ZqkG6, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
ZqkG6, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
eF3Ka, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
mLfXv, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
mLfXv, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
mLfXv, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
mLfXv, Y, 5, -3, 39, inf
4YVsA, G, 4, 19, 39, inf
opBSg, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
opBSg, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
opBSg, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
opBSg, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
zfPuV, B, 5, -1, 39, inf
4YVsA, G, 4, 19, 39, inf
zfPuV, G, 5, 19, 39, inf
4YVsA, G, 4, 19, 39, inf
zfPuV, O, 5, 10, 39, inf
4YVsA, G, 4, 19, 39, inf
zfPuV, R, 5, -12, 39, inf
4YVsA, G, 4, 19, 39, inf
4p8dS, Y, 3, 19, 39, inf
4UJ6B, B, 2, 39, 39, inf
66q9x, G, 3, inf, 39, inf
3cY4M, B, 4, -inf, 39, inf
4YVsA, G, 5, 72, 39, inf
3cY4M, B, 4, 72, 72, inf
4YVsA, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
4YVsA, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
4YVsA, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
4p8dS, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
4p8dS, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
4p8dS, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
4p8dS, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
EfAlJ, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
EfAlJ, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
EfAlJ, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
HEPJv, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
HEPJv, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
HEPJv, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
HEPJv, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
HsqqQ, B, 5, 52, 72, inf
3cY4M, B, 4, 72, 72, inf
HsqqQ, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
HsqqQ, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
HsqqQ, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
RuDQS, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
RuDQS, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
SQWho, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
SQWho, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
SQWho, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
Vl2tc, B, 5, 52, 72, inf
3cY4M, B, 4, 72, 72, inf
Vl2tc, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
Vl2tc, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
Vl2tc, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
ZqkG6, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
ZqkG6, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
ZqkG6, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
ZqkG6, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
mLfXv, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
mLfXv, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
mLfXv, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
mLfXv, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
opBSg, G, 5, 72, 72, inf
3cY4M, B, 4, 72, 72, inf
opBSg, O, 5, 63, 72, inf
3cY4M, B, 4, 72, 72, inf
opBSg, R, 5, 41, 72, inf
3cY4M, B, 4, 72, 72, inf
opBSg, Y, 5, 50, 72, inf
3cY4M, B, 4, 72, 72, inf
66q9x, G, 3, 72, 39, 72
3cY4M, O, 4, -inf, 39, 72
4YVsA, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
4YVsA, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
4YVsA, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
4YVsA, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
4p8dS, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
4p8dS, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
4p8dS, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
4p8dS, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
EfAlJ, B, 5, 19, 39, 72
3cY4M, O, 4, 39, 39, 72
EfAlJ, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
EfAlJ, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
HEPJv, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
HEPJv, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
HEPJv, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
HEPJv, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
HsqqQ, B, 5, 19, 39, 72
3cY4M, O, 4, 39, 39, 72
HsqqQ, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
HsqqQ, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
HsqqQ, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
RuDQS, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
RuDQS, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
SQWho, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
SQWho, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
Vl2tc, B, 5, 19, 39, 72
3cY4M, O, 4, 39, 39, 72
Vl2tc, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
Vl2tc, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
Vl2tc, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
ZqkG6, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
ZqkG6, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
ZqkG6, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
ZqkG6, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
mLfXv, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
mLfXv, O, 5, 30, 39, 72
3cY4M, O, 4, 39, 39, 72
mLfXv, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
mLfXv, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
opBSg, B, 5, 19, 39, 72
3cY4M, O, 4, 39, 39, 72
opBSg, G, 5, 39, 39, 72
3cY4M, O, 4, 39, 39, 72
opBSg, R, 5, 8, 39, 72
3cY4M, O, 4, 39, 39, 72
opBSg, Y, 5, 17, 39, 72
3cY4M, O, 4, 39, 39, 72
66q9x, G, 3, 39, 39, 72
4UJ6B, B, 2, 39, 39, inf
66q9x, O, 3, inf, 39, inf
3cY4M, B, 4, -inf, 39, inf
4YVsA, G, 5, 63, 39, inf
3cY4M, B, 4, 63, 63, inf
4YVsA, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
4YVsA, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
4YVsA, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
4p8dS, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
4p8dS, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
4p8dS, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
4p8dS, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
EfAlJ, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
EfAlJ, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
EfAlJ, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
HEPJv, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
HEPJv, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
HEPJv, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
HEPJv, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
HsqqQ, B, 5, 43, 63, inf
3cY4M, B, 4, 63, 63, inf
HsqqQ, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
HsqqQ, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
HsqqQ, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
RuDQS, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
RuDQS, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
SQWho, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
SQWho, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
SQWho, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
Vl2tc, B, 5, 43, 63, inf
3cY4M, B, 4, 63, 63, inf
Vl2tc, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
Vl2tc, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
Vl2tc, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
ZqkG6, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
ZqkG6, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
ZqkG6, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
ZqkG6, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
mLfXv, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
mLfXv, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
mLfXv, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
mLfXv, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
opBSg, G, 5, 63, 63, inf
3cY4M, B, 4, 63, 63, inf
opBSg, O, 5, 54, 63, inf
3cY4M, B, 4, 63, 63, inf
opBSg, R, 5, 32, 63, inf
3cY4M, B, 4, 63, 63, inf
opBSg, Y, 5, 41, 63, inf
3cY4M, B, 4, 63, 63, inf
66q9x, O, 3, 63, 39, 63
3cY4M, G, 4, -inf, 39, 63
4YVsA, G, 5, 32, 39, 63
3cY4M, G, 4, 32, 39, 63
4YVsA, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
4YVsA, R, 5, 1, 39, 63
3cY4M, G, 4, 32, 39, 63
4YVsA, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
4p8dS, G, 5, 32, 39, 63
3cY4M, G, 4, 32, 39, 63
4p8dS, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
4p8dS, R, 5, 1, 39, 63
3cY4M, G, 4, 32, 39, 63
4p8dS, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
EfAlJ, B, 5, 12, 39, 63
3cY4M, G, 4, 32, 39, 63
EfAlJ, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
EfAlJ, R, 5, 1, 39, 63
3cY4M, G, 4, 32, 39, 63
EfAlJ, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
HEPJv, G, 5, 32, 39, 63
3cY4M, G, 4, 32, 39, 63
HEPJv, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
HEPJv, R, 5, 1, 39, 63
3cY4M, G, 4, 32, 39, 63
HEPJv, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
HsqqQ, B, 5, 12, 39, 63
3cY4M, G, 4, 32, 39, 63
HsqqQ, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
HsqqQ, R, 5, 1, 39, 63
3cY4M, G, 4, 32, 39, 63
HsqqQ, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
RuDQS, G, 5, 32, 39, 63
3cY4M, G, 4, 32, 39, 63
RuDQS, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
SQWho, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
SQWho, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
Vl2tc, B, 5, 12, 39, 63
3cY4M, G, 4, 32, 39, 63
Vl2tc, G, 5, 32, 39, 63
3cY4M, G, 4, 32, 39, 63
Vl2tc, O, 5, 23, 39, 63
3cY4M, G, 4, 32, 39, 63
Vl2tc, Y, 5, 10, 39, 63
3cY4M, G, 4, 32, 39, 63
